Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,39999,0.0,0.0
1996-01-02 00:00:00+05:30,0.4536164700984955,0.4536164700984955,0.4536164700984955,0.4536164700984955,79999,0.0,0.0
1996-01-03 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,39999,0.0,0.0
1996-01-04 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,239999,0.0,0.0
1996-01-05 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,0,0.0,0.0
1996-01-08 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,0,0.0,0.0
1996-01-09 00:00:00+05:30,0.4732915234960963,0.4732915234960963,0.4700123965740204,0.4700123965740204,79999,0.0,0.0
1996-01-10 00:00:00+05:30,0.4700123311585455,0.47066816687583923,0.4700123311585455,0.47066816687583923,119999,0.0,0.0
1996-01-11 00:00:00+05:30,0.4706682323825921,0.4754776254844078,0.46564019259739736,0.4700123965740204,159999,0.0,0.0
1996-01-12 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,39999,0.0,0.0
1996-01-15 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,0,0.0,0.0
1996-01-16 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,39999,0.0,0.0
1996-01-17 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,0,0.0,0.0
1996-01-18 00:00:00+05:30,0.4590817587814085,0.4678262174129486,0.4678262174129486,0.4678262174129486,39999,0.0,0.0
1996-01-19 00:00:00+05:30,0.46126781077738854,0.46126781077738854,0.4590817093849182,0.4590817093849182,79999,0.0,0.0
1996-01-22 00:00:00+05:30,0.4503915578756969,0.4678262174129486,0.4503915578756969,0.4678262174129486,199999,0.0,0.0
1996-01-23 00:00:00+05:30,0.467826167075568,0.4590817093849182,0.4590817093849182,0.4590817093849182,159999,0.0,0.0
1996-01-24 00:00:00+05:30,0.4579886847490673,0.4590817093849182,0.4579886847490673,0.4590817093849182,79999,0.0,0.0
1996-01-25 00:00:00+05:30,0.458535223127377,0.4596282477632279,0.4536164819641266,0.4590817093849182,1239999,0.0,0.0
1996-01-26 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,0,0.0,0.0
1996-01-29 00:00:00+05:30,0.4536164819641266,0.4596282477632279,0.4536164819641266,0.4590817093849182,879999,0.0,0.0
1996-01-30 00:00:00+05:30,0.45908174418469705,0.4590266525282347,0.43727493420619384,0.45531028509140015,239999,0.0,0.0
1996-01-31 00:00:00+05:30,0.45531028509140015,0.45531028509140015,0.45531028509140015,0.45531028509140015,0,0.0,0.0
1996-02-01 00:00:00+05:30,0.45531028509140015,0.45531028509140015,0.45531028509140015,0.45531028509140015,0,0.0,0.0
1996-02-02 00:00:00+05:30,0.4645471155428502,0.4700123965740204,0.4645471155428502,0.4700123965740204,79999,0.0,0.0
1996-02-05 00:00:00+05:30,0.4700123965740204,0.4700123965740204,0.4700123965740204,0.4700123965740204,0,0.0,0.0
1996-02-06 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,159999,0.0,0.0
1996-02-07 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,0,0.0,0.0
1996-02-08 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,0,0.0,0.0
1996-02-09 00:00:00+05:30,0.4590817093849182,0.4590817093849182,0.4590817093849182,0.4590817093849182,0,0.0,0.0
1996-02-12 00:00:00+05:30,0.4699028730392456,0.4699028730392456,0.4699028730392456,0.4699028730392456,79999,0.0,0.0
1996-02-13 00:00:00+05:30,0.4699028730392456,0.4699028730392456,0.4699028730392456,0.4699028730392456,0,0.0,0.0
1996-02-14 00:00:00+05:30,0.4699028730392456,0.4699028730392456,0.4699028730392456,0.4699028730392456,0,0.0,0.0
1996-02-15 00:00:00+05:30,0.4699028730392456,0.4699028730392456,0.4699028730392456,0.4699028730392456,0,0.0,0.0
1996-02-16 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,119999,0.0,0.0
1996-02-19 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,0,0.0,0.0
1996-02-20 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,0,0.0,0.0
1996-02-21 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,0,0.0,0.0
1996-02-22 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,0,0.0,0.0
1996-02-23 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,0,0.0,0.0
1996-02-26 00:00:00+05:30,0.4918733835220337,0.4918733835220337,0.4918733835220337,0.4918733835220337,39999,0.0,0.0
