Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09859665483236313,0.09902531215039401,0.09859665483236313,0.09859665483236313,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0938814311544868,0.0938814311544868,0.09345277398824692,0.09345277398824692,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08702218996721225,0.08702218996721225,0.08659353852272034,0.08659353852272034,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08873679488897324,0.08916545199755053,0.08873679488897324,0.08873679488897324,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09130951017141342,0.09173816163687441,0.09130951017141342,0.09130951017141342,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09688200056552887,0.09731065772232218,0.09688200056552887,0.09688200056552887,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10159722715616226,0.1020266513521139,0.10159722715616226,0.10159722715616226,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10588454455137253,0.1063132018457163,0.10588454455137253,0.10588454455137253,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11145704984664916,0.11188570712103223,0.11145704984664916,0.11145704984664917,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.1217455044388771,0.12217416164895972,0.1217455044388771,0.1217455044388771,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1234600991010666,0.12388875623222616,0.1234600991010666,0.12346009910106659,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12088817995521006,0.12088817995521006,0.12045953422784805,0.12045953422784805,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11745897980972889,0.11745897980972889,0.1170303225517273,0.1170303225517273,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11831633001565933,0.11917364487321486,0.11831633001565933,0.11831633001565933,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11617299811505666,0.11617299811505666,0.11574435234069824,0.11574435234069824,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11102840611694033,0.11102840611694033,0.11059974879026413,0.11059974879026413,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.1063132018457163,0.1063132018457163,0.10588454455137253,0.10588454455137253,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10416989665539302,0.10416989665539302,0.10374125093221664,0.10374125093221664,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1093137189745903,0.10974237602958503,0.1093137189745903,0.1093137189745903,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10931378066965532,0.10931378066965532,0.10845647752285004,0.10845647752285004,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10502723907574195,0.10502723907574195,0.10459858179092407,0.10459858179092407,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1050272211432457,0.10545587835487405,0.1050272211432457,0.1050272211432457,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10717050731182098,0.10802781038049342,0.10717050731182098,0.10717050731182098,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10674185608693831,0.10674185608693831,0.10631319880485535,0.10631319880485535,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11274300515651703,0.11317166241163786,0.11274300515651703,0.11274300515651703,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.10974237602958503,0.10974237602958503,0.1093137189745903,0.1093137189745903,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11145704984664916,0.11231435294837615,0.11145704984664916,0.11145704984664917,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11274300515651703,0.1136003196667587,0.11274300515651703,0.11274300515651703,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11274300816961105,0.1131716654361879,0.11231435090303421,0.11231435090303421,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11102840611694033,0.11102840611694033,0.11059974879026413,0.11059974879026413,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11059972843063347,0.11059972843063347,0.1097424253821373,0.1097424253821373,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10674185608693831,0.10674185608693831,0.10631319880485535,0.10631319880485535,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10288392293333232,0.10288392293333232,0.1024552658200264,0.1024552658200264,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.0977393148791155,0.0977393148791155,0.09688200056552887,0.09688200056552887,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09173816163687441,0.09173816163687441,0.09130951017141342,0.09130951017141342,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09473878145217896,0.09516743308352403,0.09473878145217896,0.09473878145217896,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09816797077655792,0.09859661648081636,0.09816797077655792,0.09816797077655792,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09816797077655792,0.09902527363211062,0.09816797077655792,0.09816797077655792,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09859665483236313,0.09902531215039401,0.09859665483236313,0.09859665483236313,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09431008259720856,0.09431008259720856,0.09345277398824692,0.09345277398824692,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09345277398824692,0.0938814311544868,0.09345277398824692,0.09345277398824692,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09088089056005151,0.09088089056005151,0.09045223891735077,0.09045223891735077,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09002354991477883,0.09002354991477883,0.08959412574768066,0.08959412574768066,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08830816316477437,0.08830816316477437,0.08745085448026657,0.08745085448026657,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08959412574768066,0.09002354991477883,0.08959412574768066,0.08959412574768066,12275200,0.0,0.0
